0.00000000,0.00067643,0.00697657,0.05248354,0.04164063,0.06488170,0.05595978,0.04631893,0.00637021,0.03840958,0.03989560,0.01796824,0.06667275,0.05888901,0.01345367,0.05790907,0.04286449,0.05241564,0.01408309,0.02530977,0.01825506,0.02926266,0.02202560,0.00356946,0.02915978,0.03087975,0.05831455,0.06084322,0.04451121
0.00068031,0.00000000,0.00635556,0.05246370,0.04179263,0.06516936,0.05600477,0.04622332,0.00650998,0.03861011,0.03974657,0.01798279,0.06695160,0.05907550,0.01349836,0.05801541,0.04291635,0.05237269,0.01356748,0.02552825,0.01856221,0.02904838,0.02167176,0.00399856,0.02883532,0.03057522,0.05849329,0.06092807,0.04442245
0.00745162,0.00674965,0.00000000,0.05142796,0.04240694,0.06706477,0.05557839,0.04447357,0.00943258,0.03973160,0.03749424,0.01785436,0.06876538,0.05998777,0.01409769,0.05816676,0.04254991,0.05112704,0.00808349,0.02707748,0.02126992,0.02622543,0.01760556,0.01052283,0.02499257,0.02691103,0.05933069,0.06089115,0.04272960
0.06978460,0.06936073,0.06402166,0.00000000,0.02655265,0.03278028,0.00703488,0.00936889,0.06295742,0.03297627,0.01779117,0.04801441,0.03256354,0.02144244,0.05398060,0.01332734,0.01794877,0.00266232,0.05513636,0.04585816,0.05525651,0.03139631,0.04266261,0.07451853,0.03514242,0.03281986,0.02060365,0.01312980,0.01090781
0.06040617,0.06028119,0.05759597,0.02896913,0.00000000,0.03371838,0.02885796,0.02801250,0.05146637,0.00737397,0.02706894,0.03434450,0.03635048,0.02590972,0.04094665,0.02783823,0.00999495,0.03106888,0.05118286,0.02605172,0.03780840,0.02963996,0.04021006,0.06513896,0.03826032,0.03707652,0.02523010,0.03399366,0.02520344
0.06247899,0.06239840,0.06046407,0.02374040,0.02238280,0.00000000,0.01902588,0.02901751,0.05652245,0.02586910,0.03304045,0.04518085,0.00248117,0.00829828,0.04954953,0.01429460,0.02283560,0.02559869,0.05570763,0.03909281,0.04691976,0.03960846,0.04762374,0.06560332,0.04447269,0.04316929,0.00895047,0.01698816,0.02868492
0.07063083,0.07028481,0.06567732,0.00667788,0.02510846,0.02493740,0.00000000,0.01523742,0.06379149,0.03150476,0.02273828,0.04918030,0.02447849,0.01447059,0.05498885,0.00621204,0.01827995,0.00885007,0.05759506,0.04569353,0.05519003,0.03496449,0.04585113,0.07508995,0.03924345,0.03711034,0.01376149,0.00632765,0.01612396
0.06632202,0.06580797,0.05962005,0.01008907,0.02764949,0.04314670,0.01728591,0.00000000,0.05941634,0.03349535,0.00938017,0.04404319,0.04347691,0.03082577,0.05018575,0.02336509,0.01782560,0.00900063,0.04976909,0.04377239,0.05286235,0.02451345,0.03631561,0.07143291,0.02785116,0.02531904,0.02984499,0.02417254,0.00321046
0.00716349,0.00727895,0.00993099,0.05324531,0.03989610,0.06600550,0.05683493,0.04666353,0.00000000,0.03611042,0.03963193,0.01338057,0.06807256,0.05948956,0.00816588,0.05873053,0.04168662,0.05334385,0.01468943,0.02129823,0.01355045,0.02784544,0.02103932,0.01060566,0.02898852,0.03075123,0.05886169,0.06224150,0.04449782
0.05368156,0.05365433,0.05198915,0.03466175,0.00710433,0.03754526,0.03488538,0.03269421,0.04487941,0.00000000,0.03020564,0.02886016,0.04039784,0.03132599,0.03489650,0.03385058,0.01590606,0.03653316,0.04695036,0.01919569,0.03056884,0.02921112,0.03776544,0.05803375,0.03775890,0.03707485,0.03075539,0.03983762,0.02977672
0.06036335,0.05979517,0.05311339,0.02024494,0.02823291,0.05191376,0.02725760,0.00991197,0.05332398,0.03270023,0.00000000,0.03771706,0.05284241,0.03923016,0.04391906,0.03282455,0.01918321,0.01940787,0.04268056,0.03931957,0.04777782,0.01609656,0.02846396,0.06576251,0.01980349,0.01722856,0.03817451,0.03477390,0.00793694
0.02510855,0.02498569,0.02335886,0.05046046,0.03308334,0.06556299,0.05444888,0.04298290,0.01662723,0.02885555,0.03483418,0.00000000,0.06806015,0.05729867,0.00652234,0.05649411,0.03525525,0.05086369,0.02068657,0.01256243,0.01089756,0.02143772,0.01851749,0.02972998,0.02612503,0.02758498,0.05651691,0.06104851,0.04008997
0.06256888,0.06247253,0.06041864,0.02298291,0.02351561,0.00241799,0.01820020,0.02849505,0.05680822,0.02712580,0.03277512,0.04570743,0.00000000,0.00844425,0.04999982,0.01360098,0.02340493,0.02473427,0.05560111,0.04001021,0.04765096,0.03965162,0.04756762,0.06565051,0.04421162,0.04288193,0.00909867,0.01565476,0.02834835
0.06823312,0.06805915,0.06507509,0.01868524,0.02069473,0.00998476,0.01328400,0.02494455,0.06129581,0.02597049,0.03004227,0.04751048,0.01042586,0.00000000,0.05289149,0.00779123,0.01897223,0.02095627,0.05876950,0.04150178,0.05088982,0.03875789,0.04863499,0.07214391,0.04422831,0.04255781,0.00080853,0.01226078,0.02462992
0.01739641,0.01735473,0.01706703,0.05249526,0.03649835,0.06653445,0.05633460,0.04532106,0.00938968,0.03228607,0.03753389,0.00603540,0.06889335,0.05902605,0.00000000,0.05830242,0.03865618,0.05277472,0.01720305,0.01584287,0.00951090,0.02450463,0.01922960,0.02156474,0.02753184,0.02921865,0.05830826,0.06247533,0.04271050
0.07035788,0.07008544,0.06616559,0.01217792,0.02331545,0.01803543,0.00597974,0.01982597,0.06345402,0.02942705,0.02635826,0.04911943,0.01760866,0.00816979,0.05478151,0.00000000,0.01849864,0.01441568,0.05882147,0.04447166,0.05400714,0.03718270,0.04771854,0.07458967,0.04201788,0.04006983,0.00758253,0.00560478,0.02015733
0.06611286,0.06581567,0.06144381,0.02082028,0.01062686,0.03657540,0.02233804,0.01920141,0.05717605,0.01755357,0.01955515,0.03891312,0.03846677,0.02525490,0.04610930,0.02348346,0.00000000,0.02277612,0.05299793,0.03351502,0.04529660,0.02689594,0.03972865,0.07142827,0.03507570,0.03325040,0.02427804,0.02898034,0.01633034
0.06843541,0.06798969,0.06249737,0.00261423,0.02796286,0.03470770,0.00915479,0.00820718,0.06193461,0.03412885,0.01674748,0.04752386,0.03441194,0.02361418,0.05328771,0.01549134,0.01928019,0.00000000,0.05357581,0.04603604,0.05499211,0.03044745,0.04130793,0.07309298,0.03356011,0.03123102,0.02279986,0.01464638,0.01032093
0.01669202,0.01598925,0.00897018,0.04914876,0.04181879,0.06856680,0.05408514,0.04119756,0.01548264,0.03981661,0.03343434,0.01754621,0.07022382,0.06011765,0.01576876,0.05738265,0.04072692,0.04863621,0.00000000,0.02815321,0.02447772,0.02125199,0.01113683,0.02048912,0.01896128,0.02111995,0.05935352,0.06002093,0.03943112
