0.03417460,0.03427318,0.03423061,0.04656883,0.02424866,0.05481511,0.04888230,0.04127778,0.02557336,0.01854528,0.03508937,0.01213871,0.05756733,0.04836386,0.01654361,0.04942337,0.02934042,0.04760945,0.03207245,0.00000000,0.01099945,0.02578139,0.02777861,0.03808242,0.03267113,0.03332253,0.04773124,0.05463265,0.03826229
0.02230462,0.02255067,0.02433149,0.05077601,0.03184462,0.05953271,0.05342617,0.04510855,0.01472294,0.02672422,0.03858244,0.00952851,0.06204022,0.05366382,0.00898700,0.05431211,0.03588302,0.05146264,0.02523317,0.00995331,0.00000000,0.02779379,0.02558888,0.02538019,0.03234598,0.03355429,0.05307715,0.05884047,0.04245104
0.04539880,0.04480956,0.03809293,0.03663302,0.03169890,0.06381265,0.04297733,0.02656048,0.03841614,0.03242599,0.01650500,0.02380088,0.06555133,0.05189551,0.02940085,0.04747941,0.02705384,0.03617942,0.02781757,0.02962250,0.03529122,0.00000000,0.01345494,0.05093349,0.00949136,0.00912134,0.05085385,0.05074854,0.02397314
0.03056335,0.02990099,0.02287253,0.04452297,0.03846307,0.06862540,0.05040864,0.03519390,0.02596174,0.03749576,0.02610479,0.01838820,0.07033551,0.05824532,0.02063595,0.05449970,0.03574280,0.04390224,0.01303839,0.02854753,0.02906115,0.01203440,0.00000000,0.03541005,0.00992779,0.01228627,0.05732564,0.05736445,0.03314146
0.00327508,0.00364788,0.00903946,0.05142171,0.04119985,0.06250759,0.05458613,0.04577390,0.00865337,0.03809902,0.03987942,0.01952078,0.06418697,0.05712911,0.01530186,0.05632890,0.04249135,0.05136585,0.01586102,0.02587784,0.01905908,0.03012254,0.02341381,0.00000000,0.02994269,0.03153495,0.05660906,0.05905722,0.04411354
0.04099847,0.04031126,0.03289921,0.03716024,0.03708242,0.06493293,0.04371518,0.02734812,0.03624420,0.03798544,0.01840250,0.02628598,0.06623840,0.05366891,0.02993641,0.04862408,0.03197432,0.03613989,0.02249263,0.03401985,0.03722135,0.00860164,0.01005918,0.04588339,0.00000000,0.00258235,0.05270122,0.05071333,0.02577710
0.04379830,0.04311926,0.03573592,0.03500932,0.03625088,0.06358382,0.04170231,0.02508023,0.03878601,0.03762507,0.01615043,0.02799884,0.06481087,0.05209569,0.03204976,0.04677726,0.03057680,0.03392733,0.02527350,0.03500307,0.03895112,0.00833896,0.01255828,0.04874801,0.00260505,0.00000000,0.05111496,0.04874203,0.02358690
0.06861263,0.06843076,0.06535783,0.01823202,0.02046360,0.01093607,0.01282845,0.02452446,0.06158699,0.02589184,0.02968605,0.04758712,0.01140762,0.00082103,0.05305648,0.00734303,0.01852049,0.02054657,0.05891999,0.04159247,0.05111203,0.03856740,0.04860745,0.07259293,0.04410262,0.04240252,0.00000000,0.01207663,0.02419291
0.06850848,0.06821310,0.06419149,0.01111870,0.02638555,0.01986400,0.00564490,0.01900882,0.06232199,0.03209519,0.02587839,0.04919161,0.01878316,0.01191487,0.05440288,0.00519427,0.02115667,0.01263114,0.05701957,0.04555848,0.05422464,0.03683198,0.04654808,0.07247469,0.04061354,0.03869477,0.01155715,0.00000000,0.01997188
0.06638667,0.06587676,0.05966663,0.01223524,0.02591239,0.04442765,0.01905308,0.00334410,0.05901730,0.03177627,0.00782378,0.04278891,0.04505358,0.03170397,0.04926374,0.02474449,0.01579132,0.01178991,0.04961805,0.04226367,0.05181890,0.02304655,0.03562132,0.07170752,0.02734401,0.02480270,0.03066709,0.02645442,0.00000000
