0.00000000,0.00311276,0.02753596,0.02686486,0.00141266,0.02923586,0.00657551,0.00447054,0.01864927,0.03147115,0.00606044,0.02727017,0.02852834,0.01712521,0.01979459,0.00592551,0.00557686,0.02609894,0.00616357,0.02647080,0.02717170,0.02672156,0.02846406,0.02846542,0.01842305,0.02756386,0.00425649,0.01254588,0.00638648,0.02757014,0.03476554,0.00645129,0.00550258,0.00440907,0.02528952,0.00315341,0.00327346,0.00542114,0.03210437,0.00727774,0.00969770,0.00679081,0.00975236,0.02561485,0.00725757,0.02583416,0.00460017,0.00679720,0.00707058,0.00661505,0.02659731,0.00264597,0.02403223,0.02590741,0.00868612,0.02530733,0.00794346,0.00784758,0.00442802,0.00557546,0.02437372,0.00071761,0.00316049,0.00518643,0.02638477,0.00802290,0.00981578,0.00751773,0.00252304,0.00939450,0.00034191
0.00351033,0.00000000,0.02866080,0.02865419,0.00501448,0.03028612,0.00405246,0.00312048,0.01936516,0.03301926,0.00335159,0.02806312,0.02973013,0.02267113,0.02076210,0.00375414,0.00837501,0.02704453,0.00347502,0.02748746,0.02783050,0.02768178,0.02961518,0.02937399,0.01798177,0.02824689,0.00168548,0.01754102,0.00369185,0.02852639,0.03677370,0.00385870,0.00289365,0.00818961,0.02664544,0.00013835,0.00409249,0.00370926,0.03378304,0.00514087,0.00879305,0.00491318,0.01116850,0.02607110,0.00486777,0.02658850,0.00232814,0.00452339,0.00478636,0.00831601,0.02758099,0.00167538,0.02548205,0.02666144,0.00968041,0.02590528,0.00694885,0.00545884,0.00158099,0.00279614,0.02504230,0.00430191,0.00165112,0.00240288,0.02728091,0.01015296,0.00783455,0.00597440,0.00073830,0.00746500,0.00323182
0.02351786,0.02170619,0.00000000,0.00589578,0.02400041,0.00310733,0.01901816,0.02331756,0.00872101,0.00341876,0.02054727,0.00278493,0.00094366,0.03720134,0.00838631,0.02217347,0.02232615,0.00122746,0.01970393,0.00093123,0.00402703,0.00089355,0.00113113,0.00327416,0.00853042,0.00430924,0.02043005,0.03335855,0.02001083,0.00157201,0.00617686,0.02078292,0.01967308,0.02718762,0.00439802,0.02160919,0.02477971,0.01900285,0.00390393,0.01791603,0.01523527,0.01798533,0.01783547,0.00431019,0.01841647,0.00202084,0.01995463,0.01840839,0.01827220,0.02006632,0.00083121,0.02296192,0.00631931,0.00203874,0.01777564,0.00292325,0.01673408,0.01826009,0.02062937,0.02014629,0.00275814,0.02384893,0.02281028,0.02105549,0.00124029,0.02019948,0.01636446,0.01721045,0.02188042,0.01638480,0.02322627
0.02098961,0.01985207,0.00539341,0.00000000,0.02116621,0.00819676,0.01788109,0.02168500,0.00644156,0.00725486,0.01939830,0.00782684,0.00597838,0.03232518,0.00552515,0.02094108,0.01885252,0.00527583,0.01853114,0.00509394,0.00891454,0.00579135,0.00630513,0.00838660,0.00998923,0.00922668,0.01873794,0.02897991,0.01892607,0.00679937,0.00873526,0.01972876,0.01827774,0.02407406,0.00200059,0.01975685,0.02266511,0.01728258,0.00719116,0.01677724,0.01378379,0.01659128,0.01440785,0.00878418,0.01741089,0.00650537,0.01826216,0.01721105,0.01715514,0.01684035,0.00547633,0.02100432,0.00221319,0.00658264,0.01471961,0.00723160,0.01503895,0.01743847,0.01903692,0.01884456,0.00588265,0.02116550,0.02096759,0.01970115,0.00594328,0.01658685,0.01591239,0.01578968,0.01987510,0.01574687,0.02073515
0.00134740,0.00424115,0.02680284,0.02583943,0.00000000,0.02855752,0.00741211,0.00557841,0.01805897,0.03058302,0.00707341,0.02669038,0.02776950,0.01535094,0.01909981,0.00699908,0.00441912,0.02543471,0.00708923,0.02577748,0.02665685,0.02605633,0.02772809,0.02784568,0.01833404,0.02704307,0.00518463,0.01096409,0.00735002,0.02691575,0.03370023,0.00746988,0.00638660,0.00357907,0.02444064,0.00426525,0.00417156,0.00602385,0.03116240,0.00794295,0.00983811,0.00737419,0.00900553,0.02517764,0.00803070,0.02525565,0.00542543,0.00752512,0.00779831,0.00588146,0.02592013,0.00386738,0.02314072,0.02532983,0.00813803,0.02479686,0.00816950,0.00862551,0.00542642,0.00654623,0.02382100,0.00068307,0.00435980,0.00625231,0.02574586,0.00704924,0.01040062,0.00795671,0.00364432,0.00995296,0.00151585
0.02309144,0.02121177,0.00287359,0.00828625,0.02364809,0.00000000,0.01856060,0.02248942,0.01038823,0.00275917,0.01986954,0.00155695,0.00226136,0.03611138,0.01025798,0.02130313,0.02246045,0.00348908,0.01916237,0.00345738,0.00208848,0.00279653,0.00191468,0.00075358,0.00863162,0.00205029,0.02003821,0.03251328,0.01937917,0.00168047,0.00513279,0.02002179,0.01924674,0.02654830,0.00693081,0.02112747,0.02398889,0.01882952,0.00346372,0.01762555,0.01550629,0.01780808,0.01852865,0.00316298,0.01798348,0.00291241,0.01963098,0.01807225,0.01791692,0.02039280,0.00309487,0.02234304,0.00868376,0.00282898,0.01833902,0.00311954,0.01688368,0.01775718,0.02016094,0.01960443,0.00426606,0.02344900,0.02215664,0.02040807,0.00286261,0.02065754,0.01596904,0.01716259,0.02143369,0.01608253,0.02282188
0.00814919,0.00445350,0.02759665,0.02836349,0.00963091,0.02912341,0.00000000,0.00623988,0.01830484,0.03229267,0.00242447,0.02668377,0.02871982,0.02933876,0.01992717,0.00486302,0.01175060,0.02583550,0.00103168,0.02634140,0.02633650,0.02647100,0.02855610,0.02809056,0.01558024,0.02677459,0.00289446,0.02368178,0.00172944,0.02729457,0.03643857,0.00305441,0.00133351,0.01344364,0.02592632,0.00435524,0.00854228,0.00304762,0.03317238,0.00176351,0.00675352,0.00249623,0.01224164,0.02440613,0.00091705,0.02519283,0.00270188,0.00114057,0.00115237,0.01041008,0.02639726,0.00605017,0.02494729,0.02526400,0.01047733,0.02436851,0.00537070,0.00157843,0.00271717,0.00164179,0.02359694,0.00896014,0.00567948,0.00296250,0.02601376,0.01239339,0.00418705,0.00369848,0.00505357,0.00388969,0.00778260
0.00448531,0.00277621,0.02739163,0.02784659,0.00586791,0.02856770,0.00505153,0.00000000,0.01962301,0.03118237,0.00334521,0.02659680,0.02829682,0.02003427,0.02090124,0.00191471,0.00978786,0.02596655,0.00424747,0.02637636,0.02626141,0.02647712,0.02815948,0.02771691,0.01761568,0.02659948,0.00390456,0.01563459,0.00395774,0.02712589,0.03454072,0.00328616,0.00438274,0.00736933,0.02595126,0.00288632,0.00240476,0.00580473,0.03190013,0.00639074,0.01015890,0.00654115,0.01270947,0.02470438,0.00575951,0.02543189,0.00451848,0.00581433,0.00594394,0.01008150,0.02642020,0.00191347,0.02504845,0.02548764,0.01138857,0.02474652,0.00865223,0.00601179,0.00343145,0.00373143,0.02415312,0.00514957,0.00149159,0.00265820,0.02610533,0.01168956,0.00828428,0.00757448,0.00317184,0.00816335,0.00443409
0.01904988,0.01754080,0.01043037,0.00842174,0.01934031,0.01343496,0.01508728,0.01997853,0.00000000,0.01444979,0.01708359,0.01177602,0.01155775,0.03444996,0.00137767,0.01909526,0.01665413,0.00911558,0.01593252,0.00934232,0.01252975,0.00997252,0.01168983,0.01302854,0.00760351,0.01303962,0.01609474,0.02994857,0.01648158,0.01129566,0.01749964,0.01755207,0.01554029,0.02316218,0.00686109,0.01741608,0.02121282,0.01418315,0.01486917,0.01363484,0.00963560,0.01332447,0.01103756,0.01134330,0.01451248,0.00970294,0.01547037,0.01418761,0.01413835,0.01396223,0.00967571,0.01904439,0.00554096,0.00981937,0.01117097,0.00982398,0.01124661,0.01462094,0.01650117,0.01630902,0.00794590,0.01930489,0.01900532,0.01742435,0.00978264,0.01390336,0.01280073,0.01226747,0.01756366,0.01248542,0.01871412
0.02255851,0.02098761,0.00286925,0.00665590,0.02298362,0.00250404,0.01867740,0.02227792,0.01013979,0.00000000,0.01992820,0.00359750,0.00211566,0.03409048,0.00978567,0.02127061,0.02160683,0.00388256,0.01924370,0.00365075,0.00435861,0.00340454,0.00216383,0.00316380,0.00973606,0.00436088,0.01991643,0.03086330,0.01947891,0.00293287,0.00240223,0.02010265,0.01925361,0.02565287,0.00600438,0.02090752,0.02355287,0.01874464,0.00063982,0.01777642,0.01561050,0.01786849,0.01782559,0.00520124,0.01816425,0.00410979,0.01952530,0.01818812,0.01806444,0.01971015,0.00350814,0.02203498,0.00764636,0.00407313,0.01778643,0.00466189,0.01686949,0.01800452,0.02006673,0.01962669,0.00508744,0.02284642,0.02189427,0.02037924,0.00364961,0.01981437,0.01639553,0.01723480,0.02114999,0.01644629,0.02231354
0.00698823,0.00342698,0.02774082,0.02862903,0.00855129,0.02900782,0.00225577,0.00384462,0.01928464,0.03205775,0.00000000,0.02674546,0.02876011,0.02630846,0.02079563,0.00227692,0.01159166,0.02611181,0.00131709,0.02658947,0.02634239,0.02667284,0.02858926,0.02802414,0.01643435,0.02672842,0.00292305,0.02112113,0.00072429,0.02738147,0.03592048,0.00073256,0.00217682,0.01150662,0.02633631,0.00341008,0.00633406,0.00438211,0.03289568,0.00389651,0.00852851,0.00445884,0.01309976,0.02455438,0.00294356,0.02544652,0.00328746,0.00329665,0.00332506,0.01089578,0.02662143,0.00436133,0.02545766,0.02550749,0.01146991,0.02463672,0.00713242,0.00309465,0.00228805,0.00118762,0.02401706,0.00780795,0.00385768,0.00103233,0.02624018,0.01279219,0.00569640,0.00563500,0.00416664,0.00562151,0.00672313
0.02343167,0.02138204,0.00280177,0.00860760,0.02404420,0.00169377,0.01850023,0.02277784,0.00990566,0.00431239,0.01992979,0.00000000,0.00265741,0.03762610,0.00987747,0.02149519,0.02280352,0.00288231,0.01915635,0.00301599,0.00125186,0.00224021,0.00227648,0.00108236,0.00769828,0.00154528,0.02010540,0.03370691,0.01939571,0.00124869,0.00709270,0.02010004,0.01924485,0.02719473,0.00683615,0.02129035,0.02440406,0.01879302,0.00505770,0.01748090,0.01519076,0.01767992,0.01859029,0.00192725,0.01787289,0.00179256,0.01966273,0.01796703,0.01779853,0.02056190,0.00259030,0.02261290,0.00861212,0.00168917,0.01834685,0.00174724,0.01668671,0.01763035,0.02023910,0.01963614,0.00323571,0.02382345,0.02241076,0.02051223,0.00211877,0.02088443,0.01568572,0.01697997,0.02162394,0.01580479,0.02313851
0.02340405,0.02162764,0.00090643,0.00627738,0.02388487,0.00234881,0.01901126,0.02313768,0.00928234,0.00242138,0.02046173,0.00253722,0.00000000,0.03660324,0.00895926,0.02201187,0.02232189,0.00202721,0.01966476,0.00178654,0.00370216,0.00149042,0.00038741,0.00270172,0.00884694,0.00389705,0.02040152,0.03290606,0.01994678,0.00138319,0.00512479,0.02067516,0.01965667,0.02694125,0.00501179,0.02153532,0.02457124,0.01904823,0.00294936,0.01796683,0.01545022,0.01805529,0.01802640,0.00424965,0.01842826,0.00242055,0.01995001,0.01843898,0.01830236,0.02015240,0.00159403,0.02282979,0.00688265,0.00240210,0.01795728,0.00319025,0.01689097,0.01826153,0.02058206,0.02009672,0.00341271,0.02373036,0.02267559,0.02096413,0.00179286,0.02029364,0.01642951,0.01732228,0.02180587,0.01646832,0.02312375
0.00822703,0.00965781,0.02092514,0.01987598,0.00773183,0.02196424,0.01137271,0.00959287,0.01620190,0.02284771,0.01096074,0.02103687,0.02143445,0.00000000,0.01661218,0.01050898,0.00837825,0.02024742,0.01113477,0.02040169,0.02107395,0.02059365,0.02144015,0.02163056,0.01691462,0.02127726,0.01026937,0.00221055,0.01118007,0.02108413,0.02436841,0.01106046,0.01086163,0.00617418,0.01939879,0.00969076,0.00844142,0.01076570,0.02310186,0.01171704,0.01257402,0.01144586,0.01103897,0.02033616,0.01170825,0.02024985,0.01043382,0.01149165,0.01162370,0.00965023,0.02050260,0.00914415,0.01856703,0.02029181,0.01095593,0.02006781,0.01175798,0.01197953,0.01032394,0.01084185,0.01948494,0.00793567,0.00935682,0.01053291,0.02045252,0.00968926,0.01294239,0.01172759,0.00941387,0.01273344,0.00837829
